,Text,Language,lang_abbr,text_pp
2189,"ஒரு கூர்மையான கோணம் 90 டிகிரிக்குக் குறைவான இந்த கூர்மையான கோணமாகும், எனவே ஒரு சொல் கூர்மையைக் குறிக்கப் பயன்படுகிறது, எனவே மனரீதியாகக் கூர்மையானது மற்றும் அபத்தமானது அப்பட்டமானதைக் குறிக்கிறது .அதனால் மனதில் சற்று மெதுவாக இருப்பதால் உதாரணம் கொண்ட வாக்கியங்கள் மனிதன் அவர் தனது கடவுச்சொல்லை ஒரு போலி அழைப்பாளருக்கோ அல்லது பரபரப்பான குழந்தைக்கோ கொடுத்தார்.",Tamil,Tam,    
2190,முடியவில்லை.,Tamil,Tam,
2191,"சோதனையில் ஒரு கேள்விக்கு பதிலளிக்க அல்லது அப்பட்டமான மனிதனுக்கு அடிப்படை வழிமுறைகளைப் புரிந்துகொள்வதில் சிரமமாக இருந்தது, இப்போது அன்றாட வாழ்க்கையில் உங்கள் சூழ்நிலையில் உங்கள் காதலன் அல்லது உங்கள் காதலி உங்களிடம் கோபமாக இருக்கிறார், ஏன் உங்களால் முடியும் என்று உங்களுக்குத் தெரியாது.",Tamil,Tam,  
2192,"அவர்களிடம் சொல்லுங்கள், நான் கடுமையாக இருக்கிறேன், ஆனால் நீங்கள் ஏன் மிகவும் வருத்தப்படுகிறீர்கள் என்று எனக்குத் தெரியவில்லை ஸ்மார்ட் சொல் எண் 10 மந்தமான மந்தமான மந்தமான வழிமுறையாகும், இது மெதுவான வேகத்தில் மெதுவாக செல்ல வேண்டும்.",Tamil,Tam,   
2193,வழக்கத்தை விட சற்று சோர்வாகவும் குறைவாகவும் இருப்பது.,Tamil,Tam,
2194,"ஆற்றல் எடுத்துக்காட்டில் ஒரு மதிய உணவு மதிய வேளையில் என்னை மிகவும் மந்தமாக்குகிறது, அதாவது மெதுவான நபர் மற்றும் ஸ்லக் என்பது ஒரு நத்தை எடுத்துக்காட்டுகளைப் போல மிக மெதுவாக நகரும் ஒரு விலங்கு.",Tamil,Tam, 
2195,இந்த ஆண்டு பொருளாதாரம் மிகவும் மந்தமாக உள்ளது அல்லது மந்தமான தொடக்கத்திற்குப் பிறகு போட்டி எடுக்கப்பட்டது.,Tamil,Tam,
2196,"அல்லது இந்த காலாண்டில் வர்த்தகம் மந்தமாகிவிட்டது, நீங்கள் ஒரு நாள் மிகவும் சோர்வாக உணர்ந்தால் அதை உங்கள் அன்றாட வாழ்க்கையில் பயன்படுத்தலாம், ஒரு நாள் உங்கள் அம்மாவிடம் சொல்லலாம் அல்லது நீங்கள் சொல்லலாம்.",Tamil,Tam,  
2197,உங்கள் நண்பர்கள் நான் மிகவும் மந்தமாக உணர்கிறேன்.,Tamil,Tam,
2198,"இன்று நான் ஒரு ஆற்றல் பானத்துடன் செய்ய முடியும், மந்தமான இடத்தில் நீங்கள் பயன்படுத்தக்கூடிய பிற சொற்கள் சோம்பலாகவோ அல்லது என் கால்களை இழுப்பதாகவோ இருக்கலாம், எனவே அவை 10 ஸ்மார்ட் சொற்கள் மற்றும் அதற்கு முந்தையவை.",Tamil,Tam,  
2199,மிகவும் சரளமாக ஒலிக்க அந்த ரகசிய உதவிக்குறிப்பை நான் உங்களுக்கு தருகிறேன்.,Tamil,Tam,
2200,"ஒரு தொலைபேசி அழைப்பில் பயன்படுத்த ஸ்மார்ட் சொற்களை நீங்கள் தேடுகிறீர்கள் என்றால், நான் ஒரு வீடியோவுக்கு இணைப்பை வைக்கிறேன்.",Tamil,Tam, 
2201,"அதற்கான விளக்க பெட்டியில் கீழே, இப்போது ரகசிய முனை சரளமாக ஒலிக்க ரகசிய முனை என்பது சில நேரங்களில் எனக்குத் தெரிந்த ஒன்றுக்கு மேற்பட்ட ஸ்மார்ட் சொல் அல்லது வாக்கியத்தைப் பயன்படுத்தக்கூடாது.",Tamil,Tam,  
2202,நாங்கள் மிகவும் உற்சாகமாக இருக்கிறோம்.,Tamil,Tam,
2203,"நாங்கள் ' இந்த ஸ்மார்ட் சொற்களை நாங்கள் நிறைய கற்றுக்கொண்டோம், அவற்றில் இரண்டு மூன்று நான்கு ஐ ஒரு வாக்கியத்தில் இயல்பாக ஒலிக்கிறோம்.",Tamil,Tam, 
2204,எனவே ஒரு நேரத்தில் நீங்கள் உச்சரிக்கிறீர்கள் என்பதை உறுதிப்படுத்திக் கொள்ளுங்கள்.,Tamil,Tam,
2205,சரியான முறையில் சொல் google க்குச் சென்று வார்த்தையைத் தட்டச்சு செய்து மேலே தேடலில் நீங்கள் ஒரு சிறிய ஸ்பீக்கர் ஐகானைக் காண்பீர்கள்.,Tamil,Tam,google 
2206,ஒருமுறை அல்லது இரண்டு முறை உச்சரிப்பைக் கேட்கவும்.,Tamil,Tam,
2207,"நீங்கள் செல்லத் தயாராக உள்ளீர்கள், இந்த வீடியோ உங்களுக்கு பிடித்திருந்தால், எங்களுக்கு ஒரு கருத்தைத் தெரிவிக்க மறக்காதீர்கள்.",Tamil,Tam,  
2208,இந்த 10 வார்த்தைகளில் எது உங்களுக்கு பிடித்தது மற்றும் என்னவென்று என்னிடம் கூறுகிறது.,Tamil,Tam,
2209,"நீங்கள் ஏற்கனவே சந்தா பொத்தானை அழுத்தவும், அதற்கு அடுத்ததாக உள்ள பெல் ஐகானையும் அழுத்திப் பார்த்தால்.",Tamil,Tam, 
2210,ஏய் தோழர்களே இந்த வீடியோவில் எனது சேனலுக்கு வருக.,Tamil,Tam,
2211,உங்கள் அன்றாட வாழ்க்கையில் நீங்கள் பயன்படுத்தக்கூடிய முதல் 50 ஆங்கில சொற்றொடர்களை நான் உங்களுக்கு வழங்கப்போகிறேன்.,Tamil,Tam,
2212,எனவே நீங்கள் உங்கள் பயணத்தைத் தொடங்கப் போகிறீர்கள் என்றால்.,Tamil,Tam,
2213,"ஆங்கிலம் பேசும் நாட்டிற்கு, இதை நீங்கள் முற்றிலும் பயன்படுத்தலாம்.",Tamil,Tam, 
2214,"சொற்றொடர்கள் நீங்கள் சிறிது நேரம் ஆங்கிலம் கற்றுக் கொண்டிருந்தால், நீங்கள் மீண்டும் கற்றலைத் தொடங்க விரும்பினால்.",Tamil,Tam, 
2215,"தொடங்குவதற்கு இது சிறந்த வீடியோ, எனவே ஆங்கிலத்தில் 50 சொற்றொடர்களை 10 நிமிடங்களில் செல்லலாம்.",Tamil,Tam, 
2216,சொற்றொடர் எண் ஒன்று இது கேட்க மற்றொரு வழி.,Tamil,Tam,
2217,நீங்கள் எப்படி இருக்கிறீர்கள்?,Tamil,Tam,
2218,அது எப்படி நடக்கிறது?,Tamil,Tam,
2219,அது எப்படி நடக்கிறது?,Tamil,Tam,
2220,"எனவே நீங்கள் ஒருவரைச் சந்திக்கிறீர்கள், அது எப்படிப் போகிறது?",Tamil,Tam, 
2221,"சொற்றொடர் எண் இரண்டு நீங்கள் யாரையாவது சிறிது நேரம் பார்க்காதபோது நீங்கள் அவரை நீண்ட நேரம் பார்க்க வேண்டாம் என்று சொல்லுங்கள், இதன் பொருள் நீங்கள் இந்த நபரை வாரங்கள் அல்லது மாதங்கள் நீண்ட காலமாக பார்த்ததில்லை என்று அர்த்தம்.",Tamil,Tam, 
2222,மூன்று நீங்கள் என்ன செய்து கொண்டிருக்கிறீர்கள் என்று கேட்க விரும்பினால்.,Tamil,Tam,
2223,உங்கள் வாழ்க்கையில் என்ன நடக்கிறது என்று நீங்கள் கேட்கிறீர்களா?,Tamil,Tam,
2224,எல்லாம் போகிறதென்றால் அவற்றை வளர்ப்பதற்கு முன்பு நீங்கள் என்ன செய்தீர்கள்?,Tamil,Tam,
2225,எல்லாவற்றையும் நீங்கள் உண்மையிலேயே புகார் செய்ய முடியாது.,Tamil,Tam,
2226,"அடுத்த சொற்றொடரை யாராவது உங்களுக்குச் சொல்கிறார்கள், நீங்கள் ஒரு புதிய வேலை இருப்பதாக எப்படியாவது யூகிக்கிறீர்கள் என நீங்கள் அதை உரையாடலில் குறிப்பிடவில்லை, நீங்கள் அவரிடம் கேட்கிறீர்கள்.",Tamil,Tam,  
2227,உங்களுக்கு எப்படி தெரியும்?.,Tamil,Tam,
2228,நீங்கள் எப்படி இருக்கிறீர்கள் போன்ற செய்தி எங்கிருந்து வந்தது.,Tamil,Tam,
2229,யாராவது ஒரு நல்ல நகைச்சுவையைச் சொன்னால் அது ஒரு நல்ல விஷயம் என்று நீங்கள் கூறலாம்.,Tamil,Tam,
2230,"இது ஒரு சிறந்த நகைச்சுவை, எனவே சொற்றொடர் இது ஒரு நல்ல விஷயம்.",Tamil,Tam, 
2231,"நீங்கள் ஒருவருக்கு நன்றி சொல்ல விரும்பினால், அது மிகவும் வகையானது என்று நீங்கள் கூறலாம், அதைச் செய்ததற்கு மிக்க நன்றி, அது உங்களுக்கு மிகவும் வகையானது, யாராவது இருந்தால் அது உங்களுக்கு மிகவும் வகையானது.",Tamil,Tam,    
2232,"உங்களுக்கு உதவ முயற்சித்தது, ஆனால் நீங்கள் சொல்லக்கூடிய முடிவை அடைய முடியவில்லை.",Tamil,Tam, 
2233,"நன்றி எப்படியிருந்தாலும் பரவாயில்லை, ஆனால் எப்படியும் நன்றி.",Tamil,Tam, 
2234,உங்கள் முயற்சிக்கு நன்றி.,Tamil,Tam,
2235,"எப்படியும் நன்றி இல்லை, நான் ஒரு நபரிடம் கேட்காதபோது சில நேரங்களில் எனது மின்னஞ்சலில் நான் பயன்படுத்தும் மற்றொரு சொற்றொடர்.",Tamil,Tam, 
2236,"நான் கேட்கிறேன், பின்னர் நான் சொல்கிறேன்.",Tamil,Tam, 
2237,"முன்கூட்டியே நன்றி, அதாவது நீங்கள் போகிறீர்கள் என்று நான் நம்புகிறேன்.",Tamil,Tam, 
2238,முன்கூட்டியே உங்களுக்கு நன்றி சொல்லுங்கள்.,Tamil,Tam,
2239,"யாராவது தவறு செய்திருந்தால் முன்கூட்டியே நன்றி, அவர் அதைப் பற்றி மிகவும் வருத்தப்படுகிறார்.",Tamil,Tam, 
2240,நீங்கள் எந்த கவலையும் இல்லை என்று சொல்லலாம்.,Tamil,Tam,
2241,"எந்த கவலையும் கவலைப்பட வேண்டாம், அதாவது அதைப் பற்றி கவலைப்பட வேண்டாம்.",Tamil,Tam, 
2242,இது நல்லது.,Tamil,Tam,
2243,"நீங்கள் வீட்டிற்கு வந்தீர்கள் என்று எந்த கவலையும் இல்லை, உங்கள் நண்பர்கள் அனைவரும் உங்கள் படுக்கையில் அமர்ந்திருக்கிறார்கள்.",Tamil,Tam, 
2244,நீங்கள் இங்கே என்ன செய்கிறீர்கள் என்பது போல இங்கே என்ன நடக்கிறது?,Tamil,Tam,
2245,நீங்கள் எதையாவது பிடிக்கவில்லை என்றால் என்ன நடக்கிறது அல்லது நீங்கள் எப்போதும் கேட்கக்கூடிய நபருக்கு இது புரியவில்லை என்றால் நான் உன்னை சரியாகப் பெற்றேன்?,Tamil,Tam,
2246,"பின்னர் மேலே சென்று நீங்கள் எங்கிருந்து வந்தீர்கள் என்பதை விளக்குங்கள், நான் உன்னை சரியாகப் பெற்றேன்?",Tamil,Tam, 
2247,"அழாதபடி வருத்தப்பட வேண்டாம் என்று நீங்கள் யாரையாவது கேட்டால், அதை மனதில் கொள்ள வேண்டாம் என்று சொல்லலாம்.",Tamil,Tam, 
2248,"தீவிரமாக கவலைப்படாதீர்கள், அதை இதயத்திற்கு எடுத்துக் கொள்ளாதீர்கள்.",Tamil,Tam, 
2249,"ஒரு சொற்றொடரின் ஒரு பகுதியை நீங்கள் பிடிக்கவில்லையா என்று கேட்க மற்றொரு வழி, கடைசி வார்த்தையை நான் பிடிக்கவில்லை என்று நீங்கள் கூறலாம்.",Tamil,Tam, 
2250,என்னை மன்னிக்கவும்.,Tamil,Tam,
2251,யாராவது முழு சொற்றொடரையும் மீண்டும் மீண்டும் செய்ய விரும்பினால் கடைசி வார்த்தையை நான் பிடிக்கவில்லை என்பதால் நீங்கள் அதை மீண்டும் செய்ய முடியுமா?,Tamil,Tam,
2252,நீங்கள் மன்னிக்கவும் சொல்லலாம்.,Tamil,Tam,
2253,நீங்கள் பிஸியாக இருந்ததால் நான் கேட்கவில்லை.,Tamil,Tam,
2254,"ஒருவேளை நீங்கள் தொலைபேசியில் பேசிக்கொண்டிருக்கலாம், யாரோ உங்களுடன் பேசிக்கொண்டிருக்கலாம், நீங்கள் அப்படி இருக்கிறீர்கள்.",Tamil,Tam,  
2255,கடவுளே.,Tamil,Tam,
2256,மன்னிக்கவும் நான் கேட்கவில்லை.,Tamil,Tam,
2257,நீங்கள் அதை மீண்டும் செய்ய முடியுமா?,Tamil,Tam,
2258,என்னை மன்னிக்கவும்.,Tamil,Tam,
2259,நான் எப்போதும் பயன்படுத்தும் மற்றொரு சொற்றொடரை நான் கேட்கவில்லை.,Tamil,Tam,
2260,உங்கள் காபியை என் மேல் விட்டால் கவலைப்பட வேண்டாம் என்பது ஒரு பொருட்டல்ல.,Tamil,Tam,
2261,அது ஒரு பொருட்டல்ல.,Tamil,Tam,
2262,நான் நலமாக இருப்பேன்.,Tamil,Tam,
2263,நான்' நான் எப்படியும் சலவை செய்யப் போகிறேன்.,Tamil,Tam,
2264,நீங்கள் யாராவது அதிர்ஷ்டம் விரும்பினால் பரவாயில்லை.,Tamil,Tam,
2265,"நான் எப்போதும் செய்கிறேன், நீங்கள் விரல்களைக் கடந்துவிட்டீர்கள் என்று சொல்லலாம், நீங்கள் விரல்களைக் கடக்கிறீர்கள்.",Tamil,Tam,  
2266,விரல்கள் தாண்டின.,Tamil,Tam,
2267,"அமெரிக்கர்கள் பயன்படுத்தும் மற்றொரு சொற்றொடர் ஓ மோசமானது, அதை விளக்குகிறது.",Tamil,Tam, 
2268,"நிலைமை என்னவென்றால் நீங்கள் எதையாவது பெறவில்லை, பின்னர் நீங்கள் கூடுதல் விளைவைப் பெறுவீர்கள், நீங்கள் அதைப் பெறுவீர்கள்.",Tamil,Tam,  
2269,"நீங்கள் ஓ போன்றவர், அதை விளக்கும் அதை விளக்குகிறது.",Tamil,Tam, 
2270,"வருத்தப்பட வேண்டாம் என்று நபரிடம் சொல்வதற்கான மற்றொரு வழி என்னவென்றால், அது சரியில்லை என்று நீங்கள் சொல்லலாம்.",Tamil,Tam, 
2271,நீங்கள் அவருடன் பேச விரும்பும் ஒரு நபரின் பெயர் உங்களிடம் இல்லையென்றால் விஷயங்கள் வருத்தப்பட வேண்டாம்.,Tamil,Tam,
2272,நீங்கள் தொந்தரவு செய்ய மன்னிக்கவும் நீங்கள் பார்க்கிறீர்கள் என்று உங்களுக்குத் தெரியும்.,Tamil,Tam,
2273,"யாரோ பிஸியாக இருப்பதால் உங்களை தொந்தரவு செய்ய எப்போதும் மன்னிக்கவும், பின்னர் நீங்கள் மேலே சென்று கேட்கலாம்.",Tamil,Tam, 
2274,உங்களை தொந்தரவு செய்ததற்கு மன்னிக்கவும்.,Tamil,Tam,
2275,"நீங்கள் யாரோ ஒருவருக்கு நடுவில் இருந்தால் ' நீங்கள் எதையாவது கேட்கலாம், நீங்கள் ஏதோ நடுவில் இருக்கிறீர்கள், யாரோ ஒருவர் நீங்கள் சொல்வதைச் செய்யும்படி யாரோ கேட்கிறார்கள், நான் வருந்துகிறேன்.",Tamil,Tam,   
2276,"ஒரு நிமிடத்தில் நான் உங்களுடன் இருப்பேன், நான் உங்களுடன் இருப்பேன், பிறகு நீங்கள் ஏதாவது செய்வதைத் தொடங்குங்கள், நாங்கள் எங்கிருந்தோம் என்று நீங்கள் கூறுகிறீர்கள்.",Tamil,Tam,   
2277,"நாங்கள் எப்போது இருந்தோம் என்பதை நாங்கள் எப்போது நிறுத்தினோம், நீங்கள் அதை மீண்டும் செய்ய வேண்டும், ஏனென்றால் இது யாரோ ஒருவர் தவறு செய்யும் ஒலி.",Tamil,Tam,  
2278,எனவே நீங்கள் உரையாடலின் நடுவில் இருந்தால் நாங்கள் மீண்டும் எங்கிருந்தோம் என்பதைப் பயிற்சி செய்வதற்கான சிறந்த வழியாகும்.,Tamil,Tam,
2279,"மற்றவர் என்ன சொல்கிறாரோ அதை நீங்கள் பெறவில்லை, நீங்கள் சொல்வதாகவும் கேள்விக்குறியுடன் இருப்பதாகவும் கூறலாம்.",Tamil,Tam, 
2280,"இதன் பொருள், அந்த நபரை மீண்டும் மீண்டும் செய்யத் தூண்டுகிறது?",Tamil,Tam, 
2281,நீங்கள் சொல்லிக் கொண்டிருந்தீர்கள்.,Tamil,Tam,
2282,யாரோ ஒருவர் தனது கனவுகளின் வேலை கிடைத்தால் நீங்கள் அதிர்ஷ்டசாலி என்று சொல்லலாம் அல்லது யாரோ ஒருவர் அதிர்ஷ்டம் போன்ற அவர்களின் கனவுகளின் பல்கலைக்கழகத்தில் இறங்கினீர்கள் இது உங்களுக்கு அதிர்ஷ்டசாலி என்று வாழ்த்துவதற்கான ஒரு வழியாகும் அல்லது அவர் அதிர்ஷ்டசாலி என்று வலியுறுத்துவதைப் போன்றது.,Tamil,Tam,
2283,நீங்கள் மிகவும் கோபமாக இருப்பது நான் மிகவும் கோபமாக இருந்ததைப் போல நான் வெளியேறினேன் என்று சொல்வது .இது மிகவும் கோபமாக இருக்கிறது.,Tamil,Tam, 
2284,"ஓ, இது கிட்டத்தட்ட பைத்தியம் போன்றது.",Tamil,Tam, 
2285,"சொந்த பேச்சாளர்கள் பயன்படுத்துவது உங்களுக்கு நல்லது என்று நான் மற்றொரு சொற்றொடரை வெளிப்படுத்தினேன், நான் பதவி உயர்வு பெற்றேன் என்று நீங்கள் கூறும்போது இது நேர்மறை மற்றும் எதிர்மறையாக இருக்கலாம், மேலும் அவர்கள் உங்களுக்கு நல்லது என்று சொன்னால் வாழ்த்துக்கள் மற்றும் சில சமயங்களில் நான் இந்த இடத்தை விட்டு வெளியேறுகிறேன் என்று சொன்னால்.",Tamil,Tam,   
2286,"அவை உங்களுக்கு நல்லது போல இருக்கும், அது நீங்கள் இல்லாமல் நன்றாக இருக்கும், இது ஒரு எதிர்மறை அர்த்தமாகும், எனவே உண்மையில் உள்ளுணர்வைக் கேளுங்கள்.",Tamil,Tam,   
2287,"ஏதேனும் உங்களுக்கு ஆச்சரியமாக இருந்தால், ஓ கடவுளே போல என்னை விளையாடுகிறீர்கள் என்று சொல்லலாம்.",Tamil,Tam, 
2288,"யாரையாவது புன்னகைக்கச் சொல்லவும், மகிழ்ச்சியாக இருக்கவும் நீங்கள் என்னை விளையாடுகிறீர்கள் என்று என்னால் நம்ப முடியவில்லை, நீங்கள் எப்போதும் உற்சாகப்படுத்துங்கள் என்று சொல்லலாம்.",Tamil,Tam,  
2289,"நீங்கள் யாராவது அழுவதைப் போலவும், நடக்காத ஒன்றைப் பற்றி புகார் செய்வதாகவும் விரும்பினால், நீங்கள் வாருங்கள் என்று சொல்லலாம், நான் அதை செய்ய முடியும்?",Tamil,Tam,   
2290,வா.,Tamil,Tam,
2291,"நீங்கள் அதை செய்ய முடியும் நீங்கள் டோஃபிள் கடந்து செல்ல முடியும், நீங்கள் வரும் க்மாட்டை கடந்து செல்லலாம்.",Tamil,Tam, 
2292,"யாரோ ஒருவர் நன்றாகச் செயல்படுகிறீர்களானால் நீங்கள் அதைச் செய்யலாம், நல்ல வேலையைத் தொடரச் சொல்லுங்கள், உங்களைப் போலவே நல்லவர்களாக இருங்கள், நல்ல வேலையைத் தொடருங்கள், மற்றொரு சொற்றொடராக இருப்பது பேச்சுவழக்கு, இதுதான் அமெரிக்கர்கள் சொல்.",Tamil,Tam,     
2293,"அது எரிகிறது, அதாவது கலிஃபோர்னியாவில் பல அமெரிக்கர்கள் சொன்னது ஆச்சரியமாக இருக்கிறது.",Tamil,Tam, 
2294,"ஓ அது எரிகிறது, ஒருவேளை நீங்கள் அதை பாடல்களில் கேட்டிருக்கலாம் ' தோல்விகளுக்குப் பிறகு யாராவது வெற்றிகரமாக இருந்தால், நீங்கள் அங்கு செல்லலாம் என்று நான் சொன்னேன், நீங்கள் அதைச் செய்யப் போகிறீர்கள் என்று சொன்னேன், நீங்கள் சோர்வாக இருக்கிறீர்களா என்று யாராவது உங்களிடம் கேட்டால், நீங்கள் சோர்வடையவில்லை என்று சொல்ல விரும்பினால் ஒரு பிட் இல்லை என்று சொல்ல முடியும்.",Tamil,Tam,     
2295,"நான் தொடர விரும்புகிறேன், யாராவது உங்களிடம் கேட்கும்போது நான் சோர்வடையவில்லை என்பது உங்களுக்குத் தெரியுமா, அதற்கு இடமில்லை என்று நீங்கள் சொல்ல முடியும் என்பதில் உறுதியாக இருக்கிறீர்களா?",Tamil,Tam,  
2296,"நீங்கள் யாரையாவது எஸ்.எம்.எஸ் செய்ய விரும்பினால் அல்லது உரைக்கு உரை என்று ஒரு செய்தியை அவர்களுக்கு அனுப்ப விரும்பினால் அமெரிக்காவில் சந்தேகம் இருக்க இடமில்லை, எனவே நான் உங்களுக்கு உரை அனுப்புவேன் என்றால் நான் உங்களுக்கு ஒரு செய்தியை வாட்ஸ்அப் அல்லது ஒரு தந்தி அல்லது தூதர் மூலம் அனுப்புவேன் வருத்தப்பட வேண்டாம் என்று யாரையாவது உற்சாகப்படுத்த மீண்டும் உங்களுக்கு உரை அனுப்புங்கள், நீங்கள் ஏன் அழுகிறீர்கள் என்பது போல அது மதிப்புக்குரியது அல்ல என்று சொல்லலாம்.",Tamil,Tam,    
2297,அது மதிப்பு இல்லை.,Tamil,Tam,
2298,நீங்கள் அதைப் பற்றி அழுகிற பிரச்சினையை விட நீங்கள் மிகவும் சிறந்தவர் ' உங்கள் கண்ணீருக்கு மதிப்பு இல்லை.,Tamil,Tam,
2299,"அது மதிப்புக்குரியது அல்ல, நீங்கள் ராக் என்ற சொற்றொடரை நான் தனிப்பட்ட முறையில் விரும்புகிறேன், அதாவது நீங்கள் ஆச்சரியப்படுகிறீர்கள்.",Tamil,Tam,  
2300,கடவுளே.,Tamil,Tam,
2301,நீங்கள் ராக் யூ ராக்?,Tamil,Tam,
2302,"இல்லை, நீங்கள் ஒரு அற்புதமான வேலையைச் செய்துள்ளீர்கள்.",Tamil,Tam, 
2303,"யாரோ ஒருவர் நன்றாக வேலை செய்யவில்லை என்றால் நீங்கள் ராக் செய்கிறீர்கள், மேலும் அவர்கள் கடினமாக உழைக்க வேண்டும் என்று நீங்கள் விரும்புகிறீர்கள், நீங்கள் ஒரு கூடுதல் மைல் செல்ல வேண்டும் என்று சொல்லலாம், அதாவது கடினமாக உழைப்பது போல நீங்கள் ஒரு கூடுதல் மைல் செல்ல வேண்டும்.",Tamil,Tam,   
2304,"அதே விஷயத்தைச் சொல்வதற்கான மற்றொரு வழி, கடினமாக உழைப்பது போன்ற உங்கள் விளையாட்டை முடுக்கிவிடுங்கள்.",Tamil,Tam, 
2305,"யாராவது அழுகிறார்கள், அதை விரும்பவில்லை என்றால்.",Tamil,Tam, 
2306,"அது உங்களை மூழ்கடிப்பது போல் மூழ்கிவிடும், அதாவது உங்களை நீங்களே ஒன்றாக இழுத்து, உங்களை ஒன்றாக இழுக்கவும்.",Tamil,Tam,  
2307,ஏய் மற்றொரு சொற்றொடரை ஒன்றாக அமைதிப்படுத்திக் கொள்ளுங்கள்.,Tamil,Tam,
2308,"நீங்கள் என்னை விற்றதை நான் விரும்புகிறேன், ஏனென்றால் சில நேரங்களில் மக்கள் தங்கள் பயணத்தை அல்லது அவர்கள் வாங்கிய யாரையாவது விவரிக்கிறார்கள், அவர்கள் அதை நன்றாக விவரிக்கிறார்கள்.",Tamil,Tam,  
2309,"நான் அதையே வாங்க விரும்புகிறேன், அவர்கள் அதை விற்றீர்கள் என்று நான் அவர்களிடம் சொல்கிறேன், நீங்கள் என்னை விற்றீர்கள், நான் இதை சரியாக வாங்க மாட்டேன், உரையாடலில் உங்களுக்கு ஆர்வம் இல்லையென்றால் என்னை விற்றீர்கள்.",Tamil,Tam,    
2310,நீங்கள் உட்கார்ந்திருப்பதைப் போல நீங்கள் குறைவாக கவலைப்பட முடியவில்லை என்று சொல்லலாம் இது மிகவும் சலிப்பாக இருக்கிறது.,Tamil,Tam,
2311,எனக்கு ஆர்வம் இல்லை.,Tamil,Tam,
2312,"யாராவது உங்களிடம் ஏதாவது கேட்டால் என்னால் குறைவாகக் கவனிக்க முடியவில்லை, இது எனது 1 மில்லியன் டாலர்களை எடுத்துக் கொள்ளுங்கள் என்று யாராவது சொல்வது போல இது உங்களுக்கு மிகவும் எளிதான முடிவு.",Tamil,Tam, 
2313,இது ஒரு மூளை இல்லை என்று நீங்கள் கூறுகிறீர்கள்.,Tamil,Tam,
2314,நான் அதை எடுத்து செல்கிறேன்.,Tamil,Tam,
2315,"இது ஒரு மூளைச்சலவை அல்ல, நீங்கள் ஏதாவது தவறு செய்திருந்தால் அது உங்களுக்கு மிகவும் எளிதான முடிவு, அதை ஒப்புக்கொண்டால் நான் ஆமாம் தோழர்களே என்று சொன்னேன்.",Tamil,Tam,  
2316,எனக்கு தெரியும்.,Tamil,Tam,
2317,என்னை மன்னிக்கவும்.,Tamil,Tam,
2318,நான் திருகினேன்.,Tamil,Tam,
2319,இது என் தவறு.,Tamil,Tam,
2320,நான் திருகினேன் நான் உங்களுக்கு பதிலாக யாராவது வேலை செய்ய விரும்பினால் நான் அதை திருகினேன்.,Tamil,Tam,
2321,நான் இருக்கும்போது எனக்கு பதிலாக நீங்கள் வேலை செய்ய முடியுமா?,Tamil,Tam,
2322,நான் என் நண்பனைப் பார்க்கிறேன்.,Tamil,Tam,
2323,"நீங்கள் என்னை மறைக்க முடியுமா, அது வெளியேற வேண்டிய நேரம் மற்றும் தோழர்களே நான் செல்வது நல்லது, அதாவது நான் ஏற்கனவே செல்ல வேண்டும்.",Tamil,Tam,  
2324,அது உங்களுக்குத் தெரியும்.,Tamil,Tam,
2325,இது உண்மையில் 1 9 மணி.,Tamil,Tam,
2326,இப்போதே.,Tamil,Tam,
2327,நான் விடைபெற வேறு வழியில் செல்வது நல்லது.,Tamil,Tam,
2328,"நான் கவனித்துக் கொள்ளுங்கள் என்று சொல்ல முடியும், அதாவது உங்களை கவனித்துக் கொள்ளுங்கள்.",Tamil,Tam, 
2329,நான் உன்னை பிறகு பார்க்கிறேன்.,Tamil,Tam,
2330,கவனித்துக் கொள்ளுங்கள்.,Tamil,Tam,
2331,"நீங்கள் இந்த வீடியோவைப் பார்க்கும்போது எந்த நாள் என்று எனக்குத் தெரியாது, ஆனால் அது வார இறுதியில் வெள்ளிக்கிழமை என்றால்.",Tamil,Tam, 
2332,நன்றி சொர்க்கம் வெள்ளிக்கிழமை என்று நீங்கள் கூறலாம் அல்லது சனிக்கிழமை வார கண்டுபிடிப்பு என்று சொர்க்கம் சொன்னது என்று நினைக்கிறேன்.,Tamil,Tam,
2333,"நான் மிகவும் மகிழ்ச்சியடைகிறேன், இது ஆங்கிலத்தில் 50 சொற்றொடர்கள் இந்த வீடியோவை விரும்புவதன் மூலமும், மேலும் சிறந்த சொற்றொடர்கள் உங்களுக்குத் தெரிந்தால் கீழே கருத்து தெரிவிப்பதன் மூலமும் இது உதவியாக இருந்ததா என்பதை எனக்குத் தெரியப்படுத்துங்கள்.",Tamil,Tam,  
2334,எங்காவது ஒரு சிவப்பு பொத்தானை வைத்திருப்பது நன்றாக இருக்கும்.,Tamil,Tam,
2335,வணக்கம் மற்றும் வரவேற்பு.,Tamil,Tam,
2336,இந்த வீடியோவில் நீங்கள் உரையாடலில் பயன்படுத்தக்கூடிய 100 பொதுவான மற்றும் மிகவும் பயனுள்ள வாக்கியங்களை தருகிறேன்.,Tamil,Tam,
2337,எனக்குப் பிறகு ஒரு வாக்கிய நடைமுறையை நீங்கள் கேட்கும்போது.,Tamil,Tam,
